team,date,opponent,OffRtg,DefRtg,ThreePA,TOV,ORB,DRB,location,MOV,roll_OffRtg,roll_DefRtg,roll_ThreePA,roll_TOV,roll_ORB,roll_DRB,recent_form,games_played
Kansas,2025-11-18,Duke,98.5,116.4,21,7,8,21,0,-12,114.42500000000001,85.0,24.0,11.5,7.25,29.75,20.0,4
Kansas,2025-11-24,Notre Dame,105.0,90.2,20,9,7,28,0,10,111.24000000000001,91.28,23.4,10.6,7.4,28.0,13.6,5
Kansas,2025-11-25,Syracuse,107.2,90.6,16,14,11,33,0,11,110.2,91.10000000000001,22.833333333333332,10.333333333333334,7.333333333333333,28.0,7.0,6
Kansas,2025-11-26,Tennessee,111.2,104.3,17,9,7,25,0,5,109.77142857142857,91.02857142857144,21.857142857142858,10.857142857142858,7.857142857142857,28.714285714285715,11.8,7
Kansas,2025-12-02,Connecticut,90.5,98.6,18,10,9,20,1,-5,109.95,92.6875,21.25,10.625,7.75,28.25,6.6,8
Kansas,2025-12-07,Missouri,117.4,88.0,21,9,10,28,1,20,107.78888888888889,93.34444444444445,20.88888888888889,10.555555555555555,7.888888888888889,27.333333333333332,1.8,9
Kansas,2025-12-13,NC State,101.4,100.1,30,8,8,33,-1,1,108.75,92.81,20.9,10.4,8.1,27.4,8.2,10
Kansas,2025-12-16,Towson,111.2,74.6,24,9,11,30,1,24,108.08181818181819,93.47272727272728,21.727272727272727,10.181818181818182,8.090909090909092,27.90909090909091,6.4,11
Kansas,2025-12-22,Davidson,122.3,82.9,21,15,8,33,1,29,108.34166666666668,91.89999999999999,21.916666666666668,10.083333333333334,8.333333333333334,28.083333333333332,9.0,12
Kansas,2026-01-03,UCF,104.7,113.1,23,11,9,25,-1,-6,109.41538461538462,91.20769230769231,21.846153846153847,10.461538461538462,8.307692307692308,28.46153846153846,13.8,13
Kansas,2026-01-06,TCU,121.4,116.7,20,13,8,28,1,4,109.07857142857144,92.77142857142857,21.928571428571427,10.5,8.357142857142858,28.214285714285715,13.6,14
Kansas,2026-01-10,West Virginia,110.0,126.2,27,6,9,22,-1,-11,109.9,94.36666666666666,21.8,10.666666666666666,8.333333333333334,28.2,10.4,15
Kansas,2026-01-13,Iowa State,125.4,94.1,24,8,10,26,1,21,109.90625,96.35625,22.125,10.375,8.375,27.8125,8.0,16
Kansas,2026-01-16,Baylor,118.6,91.9,17,4,6,29,1,18,110.81764705882354,96.2235294117647,22.235294117647058,10.235294117647058,8.470588235294118,27.705882352941178,7.4,17
Kansas,2026-01-20,Colorado,111.9,103.0,19,11,9,35,-1,6,111.25,95.98333333333333,21.944444444444443,9.88888888888889,8.333333333333334,27.77777777777778,5.2,18
Kansas,2026-01-24,Kansas State,135.4,97.6,16,9,11,24,-1,24,111.28421052631579,96.35263157894737,21.789473684210527,9.947368421052632,8.368421052631579,28.157894736842106,7.6,19
Kansas,2026-01-31,Brigham Young,127.2,115.9,22,6,4,28,1,8,112.49000000000001,96.41499999999999,21.5,9.9,8.5,27.95,11.6,20
Kansas,2026-02-02,Texas Tech,91.1,86.8,20,15,5,31,-1,3,113.19047619047619,97.34285714285714,21.523809523809526,9.714285714285714,8.285714285714286,27.952380952380953,15.4,21
Kansas,2026-02-07,Utah,105.8,87.9,18,10,6,29,1,12,112.18636363636364,96.86363636363636,21.454545454545453,9.954545454545455,8.136363636363637,28.09090909090909,11.8,22
Kansas,2026-02-09,Arizona,107.5,102.3,15,11,15,21,1,4,111.90869565217392,96.47391304347826,21.304347826086957,9.956521739130435,8.043478260869565,28.130434782608695,10.6,23
Kansas,2026-02-14,Iowa State,85.4,112.8,18,13,8,23,-1,-18,111.72500000000001,96.71666666666665,21.041666666666668,10.0,8.333333333333334,27.833333333333332,10.2,24
Kansas,2026-02-18,Oklahoma State,112.8,96.1,24,12,9,27,-1,12,110.67200000000001,97.36,20.92,10.12,8.32,27.64,1.8,25
Kansas,2026-02-21,Cincinnati,100.5,124.2,18,9,9,19,1,-16,110.75384615384615,97.31153846153846,21.03846153846154,10.192307692307692,8.346153846153847,27.615384615384617,2.6,26
Kansas,2026-02-23,Houston,106.3,86.3,17,11,7,28,1,13,110.37407407407407,98.30740740740741,20.925925925925927,10.148148148148149,8.37037037037037,27.296296296296298,-1.2,27
Kansas,2026-02-28,Arizona,85.7,118.0,20,9,6,16,-1,-23,110.22857142857143,97.87857142857142,20.785714285714285,10.178571428571429,8.321428571428571,27.321428571428573,-1.0,28
Kansas,2026-03-03,Arizona State,82.3,96.0,27,16,23,28,-1,-10,109.38275862068966,98.57241379310345,20.75862068965517,10.137931034482758,8.241379310344827,26.93103448275862,-6.4,29
Kansas,2026-03-07,Kansas State,132.4,108.2,26,12,12,31,1,19,108.48,98.48666666666666,20.966666666666665,10.333333333333334,8.733333333333333,26.966666666666665,-4.8,30
Kansas,2026-03-12,TCU,103.2,96.6,17,9,9,29,0,5,109.25161290322582,98.80000000000001,21.129032258064516,10.387096774193548,8.838709677419354,27.096774193548388,-3.4,31
Kansas,2026-03-13,Houston,79.9,117.4,23,8,13,20,0,-22,109.0625,98.73125,21.0,10.34375,8.84375,27.15625,0.8,32
Kansas,2026-03-20,California Baptist,96.7,85.3,19,8,10,27,0,8,108.17878787878789,99.2969696969697,21.060606060606062,10.272727272727273,8.969696969696969,26.939393939393938,-6.2,33
Kansas,2026-03-22,St. John's (NY),91.4,94.2,14,16,8,31,0,-2,107.84117647058824,98.88529411764705,21.0,10.205882352941176,9.0,26.941176470588236,0.0,34
Kansas City,2025-11-15,Texas,83.9,108.3,14,5,8,23,-1,-16,105.76666666666667,118.19999999999999,24.333333333333332,13.666666666666666,12.333333333333334,20.666666666666668,-10.333333333333334,3
Kansas City,2025-11-19,TCU,60.3,108.6,32,18,8,20,-1,-36,100.3,115.725,21.75,11.5,11.25,21.25,-11.75,4
Kansas City,2025-11-24,Lindenwood,85.8,102.4,11,18,4,23,-1,-13,92.3,114.3,23.8,12.8,10.6,21.0,-16.6,5
Kansas City,2025-11-29,Weber State,88.3,118.7,20,13,7,16,-1,-21,91.21666666666665,112.31666666666666,21.666666666666668,13.666666666666666,9.5,21.333333333333332,-20.4,6
Kansas City,2025-12-03,Idaho State,96.5,111.2,13,12,9,16,1,-9,90.8,113.22857142857143,21.428571428571427,13.571428571428571,9.142857142857142,20.571428571428573,-20.0,7
Kansas City,2025-12-06,Eastern Washington,86.1,117.4,12,20,8,21,-1,-24,91.5125,112.975,20.375,13.375,9.125,20.0,-19.0,8
Kansas City,2025-12-10,Weber State,79.7,85.0,25,15,10,25,1,-4,90.91111111111111,113.46666666666667,19.444444444444443,14.11111111111111,9.0,20.11111111111111,-20.6,9
Kansas City,2025-12-13,Spurgeon College,117.0,86.0,18,20,10,34,1,27,89.78999999999999,110.62,20.0,14.2,9.1,20.6,-14.2,10
Kansas City,2025-12-16,Oklahoma,96.1,127.6,20,15,9,24,-1,-22,92.26363636363637,108.38181818181819,19.818181818181817,14.727272727272727,9.181818181818182,21.818181818181817,-6.2,11
Kansas City,2025-12-18,Oklahoma State,101.6,117.1,30,12,11,17,-1,-12,92.58333333333333,109.98333333333333,19.833333333333332,14.75,9.166666666666666,22.0,-6.4,12
Kansas City,2025-12-28,McPherson,121.1,103.8,24,9,14,25,1,13,93.27692307692307,110.53076923076924,20.615384615384617,14.538461538461538,9.307692307692308,21.615384615384617,-7.0,13
Kansas City,2025-12-31,Denver,102.6,120.6,21,10,11,26,-1,-13,95.26428571428572,110.05,20.857142857142858,14.142857142857142,9.642857142857142,21.857142857142858,0.4,14
Kansas City,2026-01-03,Omaha,106.8,96.6,18,7,5,22,-1,7,95.75333333333333,110.75333333333333,20.866666666666667,13.866666666666667,9.733333333333333,22.133333333333333,-1.4,15
Kansas City,2026-01-08,North Dakota State,104.2,138.5,22,17,10,18,1,-24,96.44375,109.86874999999999,20.6875,13.4375,9.4375,22.125,-5.4,16
Kansas City,2026-01-10,North Dakota,118.8,121.8,19,16,8,25,1,-2,96.89999999999999,111.5529411764706,20.764705882352942,13.647058823529411,9.470588235294118,21.88235294117647,-5.8,17
Kansas City,2026-01-15,South Dakota,107.5,128.2,22,8,10,15,-1,-16,98.11666666666666,112.12222222222222,20.666666666666668,13.777777777777779,9.38888888888889,22.055555555555557,-3.8,18
Kansas City,2026-01-17,South Dakota State,94.4,137.1,23,11,9,17,-1,-28,98.61052631578947,112.96842105263158,20.736842105263158,13.473684210526315,9.421052631578947,21.68421052631579,-9.6,19
Kansas City,2026-01-24,Omaha,81.9,105.1,31,15,9,18,1,-17,98.4,114.175,20.85,13.35,9.4,21.45,-12.6,20
Kansas City,2026-01-28,Denver,87.4,98.8,25,8,7,25,1,-8,97.61428571428571,113.74285714285713,21.333333333333332,13.428571428571429,9.380952380952381,21.285714285714285,-17.4,21
Kansas City,2026-02-01,St. Thomas,82.1,126.9,24,14,12,19,-1,-35,97.15,113.06363636363636,21.5,13.181818181818182,9.272727272727273,21.454545454545453,-14.2,22
Kansas City,2026-02-04,South Dakota,92.1,100.7,12,17,5,26,1,-7,96.49565217391304,113.66521739130435,21.608695652173914,13.217391304347826,9.391304347826088,21.347826086956523,-20.8,23
Kansas City,2026-02-12,Oral Roberts,88.1,101.3,25,9,13,22,-1,-9,96.3125,113.125,21.208333333333332,13.375,9.208333333333334,21.541666666666668,-19.0,24
Kansas City,2026-02-14,St. Thomas,88.6,143.9,25,11,6,18,1,-40,95.984,112.652,21.36,13.2,9.36,21.56,-15.2,25
Kansas City,2026-02-19,North Dakota,89.0,108.1,23,14,10,26,-1,-15,95.69999999999999,113.85384615384615,21.5,13.115384615384615,9.23076923076923,21.423076923076923,-19.8,26
Kansas City,2026-02-21,North Dakota State,75.9,122.2,31,14,5,20,-1,-36,95.45185185185184,113.64074074074075,21.555555555555557,13.148148148148149,9.25925925925926,21.59259259259259,-21.2,27
Kansas City,2026-02-26,South Dakota State,90.6,112.1,28,4,5,13,1,-14,94.75357142857142,113.94642857142857,21.892857142857142,13.178571428571429,9.107142857142858,21.535714285714285,-21.4,28
Kansas City,2026-02-28,Oral Roberts,92.6,124.3,27,11,4,18,1,-24,94.6103448275862,113.88275862068966,22.103448275862068,12.862068965517242,8.96551724137931,21.24137931034483,-22.8,29
Kansas City,2026-03-04,Oral Roberts,88.3,119.6,24,8,11,17,0,-22,94.54333333333334,114.23,22.266666666666666,12.8,8.8,21.133333333333333,-25.8,30
Kansas State,2025-11-17,Tulsa,111.4,110.1,24,10,12,26,1,1,125.43333333333334,99.60000000000001,22.666666666666668,16.666666666666668,7.333333333333333,23.0,19.666666666666668,3
Kansas State,2025-11-20,Mississippi State,128.0,100.6,30,8,9,24,0,21,121.925,102.225,23.0,15.0,8.5,23.75,15.0,4
Kansas State,2025-11-21,Nebraska,110.4,111.7,35,13,6,21,0,-1,123.14000000000001,101.9,24.4,13.6,8.6,23.8,16.2,5
Kansas State,2025-11-25,Indiana,90.3,112.5,20,19,8,17,-1,-17,121.01666666666667,103.53333333333335,26.166666666666668,13.5,8.166666666666666,23.333333333333332,10.2,6
Kansas State,2025-12-01,Bowling Green,102.0,126.7,23,6,12,18,1,-16,116.62857142857142,104.81428571428572,25.285714285714285,14.285714285714286,8.142857142857142,22.428571428571427,1.4,7
Kansas State,2025-12-06,Seton Hall,83.7,97.5,30,15,16,26,1,-11,114.8,107.55,25.0,13.25,8.625,21.875,-2.4,8
Kansas State,2025-12-08,Mississippi Valley State,139.2,63.1,36,14,11,30,1,59,111.34444444444445,106.43333333333334,25.555555555555557,13.444444444444445,9.444444444444445,22.333333333333332,-4.8,9
Kansas State,2025-12-13,Creighton,123.6,113.2,28,7,13,24,-1,7,114.13,102.1,26.6,13.5,9.6,23.1,2.8,10
Kansas State,2025-12-20,South Dakota,135.8,97.4,24,12,9,31,1,30,114.9909090909091,103.10909090909091,26.727272727272727,12.909090909090908,9.909090909090908,23.181818181818183,4.4,11
Kansas State,2025-12-28,Louisiana–Monroe,118.6,107.2,35,13,15,26,1,9,116.72500000000001,102.63333333333333,26.5,12.833333333333334,9.833333333333334,23.833333333333332,13.8,12
Kansas State,2026-01-03,Brigham Young,92.5,105.2,21,12,10,22,1,-10,116.86923076923077,102.98461538461538,27.153846153846153,12.846153846153847,10.23076923076923,24.0,18.8,13
Kansas State,2026-01-07,Arizona,90.7,120.6,36,10,9,17,-1,-25,115.12857142857142,103.14285714285714,26.714285714285715,12.785714285714286,10.214285714285714,23.857142857142858,19.0,14
Kansas State,2026-01-10,Arizona State,106.2,110.0,31,12,12,16,-1,-3,113.5,104.30666666666666,27.333333333333332,12.6,10.133333333333333,23.4,2.2,15
Kansas State,2026-01-14,UCF,96.9,108.8,30,10,6,25,1,-9,113.04375,104.6625,27.5625,12.5625,10.25,22.9375,0.2,16
Kansas State,2026-01-17,Oklahoma State,113.1,114.5,33,16,10,24,-1,-1,112.09411764705882,104.90588235294118,27.705882352941178,12.411764705882353,10.0,23.058823529411764,-7.6,17
Kansas State,2026-01-20,Utah,115.3,111.0,23,10,5,22,1,3,112.15,105.4388888888889,28.0,12.61111111111111,10.0,23.11111111111111,-9.6,18
Kansas State,2026-01-24,Kansas,97.6,135.4,29,5,13,15,1,-24,112.3157894736842,105.73157894736842,27.736842105263158,12.473684210526315,9.736842105263158,23.05263157894737,-7.0,19
Kansas State,2026-01-27,West Virginia,88.4,96.6,25,9,6,22,-1,-5,111.58,107.215,27.8,12.1,9.9,22.65,-6.8,20
Kansas State,2026-02-01,Iowa State,84.5,131.6,23,14,6,15,1,-34,110.47619047619048,106.70952380952382,27.666666666666668,11.952380952380953,9.714285714285714,22.61904761904762,-7.2,21
Kansas State,2026-02-07,TCU,110.1,112.8,26,12,7,12,-1,-2,109.29545454545455,107.8409090909091,27.454545454545453,12.045454545454545,9.545454545454545,22.272727272727273,-12.2,22
Kansas State,2026-02-11,Cincinnati,86.8,127.4,25,14,8,18,1,-29,109.33043478260869,108.05652173913045,27.391304347826086,12.043478260869565,9.434782608695652,21.82608695652174,-12.4,23
Kansas State,2026-02-14,Houston,84.1,102.5,26,17,11,24,-1,-14,108.39166666666667,108.8625,27.291666666666668,12.125,9.375,21.666666666666668,-18.8,24
Kansas State,2026-02-17,Baylor,107.8,88.6,17,18,3,21,1,16,107.42,108.60799999999999,27.24,12.32,9.44,21.76,-16.8,25
Kansas State,2026-02-21,Texas Tech,102.9,142.9,20,5,7,17,-1,-28,107.4346153846154,107.83846153846154,26.846153846153847,12.538461538461538,9.192307692307692,21.73076923076923,-12.6,26
Kansas State,2026-02-25,Colorado,84.9,95.8,23,14,6,26,-1,-9,107.26666666666667,109.13703703703703,26.59259259259259,12.25925925925926,9.11111111111111,21.555555555555557,-11.4,27
Kansas State,2026-02-28,TCU,94.3,106.8,23,18,5,25,1,-9,106.46785714285714,108.66071428571429,26.464285714285715,12.321428571428571,9.0,21.714285714285715,-12.8,28
Kansas State,2026-03-03,West Virginia,95.3,92.3,20,16,8,21,1,2,106.04827586206896,108.59655172413794,26.344827586206897,12.517241379310345,8.862068965517242,21.82758620689655,-8.8,29
Kansas State,2026-03-07,Kansas,108.2,132.4,22,8,6,20,-1,-19,105.69,108.05333333333333,26.133333333333333,12.633333333333333,8.833333333333334,21.8,-5.6,30
Kansas State,2026-03-10,Brigham Young,117.8,135.9,23,13,9,18,0,-14,105.7709677419355,108.83870967741936,26.0,12.483870967741936,8.741935483870968,21.741935483870968,-12.6,31
Kennesaw State,2025-11-16,South Florida,103.3,125.3,33,14,15,19,1,-19,127.23333333333333,66.39999999999999,29.0,11.333333333333334,13.333333333333334,38.0,49.0,3
Kennesaw State,2025-11-24,Rice,105.8,99.8,29,13,13,24,0,5,121.25,81.125,30.0,12.0,13.75,33.25,32.0,4
Kennesaw State,2025-11-25,Oral Roberts,108.5,119.0,20,15,13,18,0,-8,118.16,84.86,29.8,12.2,13.6,31.4,26.6,5
Kennesaw State,2025-11-26,Florida Gulf Coast,114.2,112.0,25,19,11,28,-1,2,116.55,90.55,28.166666666666668,12.666666666666666,13.5,29.166666666666668,9.8,6
Kennesaw State,2025-12-02,Jackson State,117.1,97.1,37,9,23,25,1,15,116.21428571428571,93.61428571428571,27.714285714285715,13.571428571428571,13.142857142857142,29.0,6.2,7
Kennesaw State,2025-12-06,Georgia State,107.3,80.5,22,19,8,41,1,23,116.325,94.05,28.875,13.0,14.375,28.5,-1.0,8
Kennesaw State,2025-12-08,S Wesleyan,157.4,85.9,42,7,18,23,1,55,115.32222222222224,92.54444444444444,28.11111111111111,13.666666666666666,13.666666666666666,29.88888888888889,7.4,9
Kennesaw State,2025-12-17,Middle Tennessee,91.4,92.7,20,13,13,25,-1,-1,119.53,91.88,29.5,13.0,14.1,29.2,17.4,10
Kennesaw State,2025-12-21,Alabama,101.6,115.4,23,16,15,29,0,-11,116.97272727272728,91.95454545454545,28.636363636363637,13.0,14.0,28.818181818181817,18.8,11
Kennesaw State,2026-01-02,Liberty,97.0,107.6,36,13,21,22,-1,-8,115.69166666666666,93.90833333333335,28.166666666666668,13.25,14.083333333333334,28.833333333333332,16.2,12
Kennesaw State,2026-01-04,Delaware,80.8,104.1,35,13,15,24,-1,-15,114.25384615384615,94.96153846153847,28.76923076923077,13.23076923076923,14.615384615384615,28.307692307692307,11.6,13
Kennesaw State,2026-01-07,Missouri State,115.4,102.6,27,17,8,25,1,10,111.86428571428571,95.61428571428571,29.214285714285715,13.214285714285714,14.642857142857142,28.0,4.0,14
Kennesaw State,2026-01-10,Jacksonville State,116.6,108.6,24,10,9,21,1,6,112.1,96.08,29.066666666666666,13.466666666666667,14.2,27.8,-5.0,15
Kennesaw State,2026-01-14,Florida International,118.2,114.2,35,11,16,21,1,3,112.38125,96.8625,28.75,13.25,13.875,27.375,-3.6,16
Kennesaw State,2026-01-17,Western Kentucky,108.2,86.8,30,9,9,34,-1,16,112.7235294117647,97.88235294117646,29.11764705882353,13.117647058823529,14.0,27.0,-0.8,17
Kennesaw State,2026-01-21,Sam Houston State,114.4,122.3,34,8,14,25,-1,-6,112.47222222222223,97.26666666666667,29.166666666666668,12.88888888888889,13.722222222222221,27.38888888888889,4.0,18
Kennesaw State,2026-01-23,Louisiana Tech,113.4,122.3,20,7,11,15,-1,-6,112.57368421052632,98.58421052631579,29.42105263157895,12.631578947368421,13.736842105263158,27.263157894736842,5.8,19
Kennesaw State,2026-01-28,Western Kentucky,99.2,95.1,16,13,10,27,1,3,112.61500000000001,99.77000000000001,28.95,12.35,13.6,26.65,2.6,20
Kennesaw State,2026-01-31,New Mexico State,112.0,78.1,24,8,8,26,1,23,111.97619047619048,99.54761904761905,28.333333333333332,12.380952380952381,13.428571428571429,26.666666666666668,2.0,21
Kennesaw State,2026-02-07,Jacksonville State,83.2,110.5,34,11,10,16,-1,-19,111.97727272727273,98.57272727272726,28.136363636363637,12.181818181818182,13.181818181818182,26.636363636363637,6.0,22
Kennesaw State,2026-02-12,Middle Tennessee,121.4,125.6,31,8,9,18,1,-3,110.72608695652173,99.09130434782608,28.391304347826086,12.130434782608695,13.043478260869565,26.17391304347826,-1.0,23
Kennesaw State,2026-02-14,Sam Houston State,115.8,121.7,24,9,9,15,1,-4,111.17083333333333,100.19583333333333,28.5,11.958333333333334,12.875,25.833333333333332,-0.4,24
Kennesaw State,2026-02-18,Missouri State,124.1,118.6,26,7,9,21,-1,4,111.35600000000001,101.056,28.32,11.84,12.72,25.4,0.0,25
Kennesaw State,2026-02-21,Louisiana Tech,80.8,76.6,30,13,5,19,1,3,111.84615384615384,101.73076923076923,28.23076923076923,11.653846153846153,12.576923076923077,25.23076923076923,0.2,26
Kennesaw State,2026-02-26,Liberty,115.1,101.1,18,12,8,20,1,9,110.6962962962963,100.8,28.296296296296298,11.703703703703704,12.296296296296296,25.0,-3.8,27
Kennesaw State,2026-02-28,Delaware,127.6,116.3,23,12,8,20,1,8,110.85357142857143,100.81071428571428,27.928571428571427,11.714285714285714,12.142857142857142,24.821428571428573,1.8,28
Kennesaw State,2026-03-05,UTEP,94.1,103.4,23,13,17,33,-1,-7,111.43103448275862,101.34482758620689,27.75862068965517,11.724137931034482,12.0,24.655172413793103,4.0,29
Kennesaw State,2026-03-07,New Mexico State,112.5,116.9,28,7,10,18,-1,-3,110.85333333333332,101.41333333333334,27.6,11.766666666666667,12.166666666666666,24.933333333333334,3.4,30
Kennesaw State,2026-03-12,Western Kentucky,122.3,110.8,18,10,9,22,0,9,110.90645161290323,101.91290322580646,27.612903225806452,11.612903225806452,12.096774193548388,24.70967741935484,2.0,31
Kennesaw State,2026-03-13,Sam Houston State,111.8,103.3,22,16,10,20,0,6,111.2625,102.190625,27.3125,11.5625,12.0,24.625,3.2,32
Kennesaw State,2026-03-14,Louisiana Tech,106.0,89.6,19,8,11,26,0,11,111.27878787878787,102.22424242424243,27.151515151515152,11.696969696969697,11.93939393939394,24.484848484848484,2.6,33
Kennesaw State,2026-03-19,Gonzaga,91.9,104.8,17,11,11,21,0,-9,111.12352941176471,101.8529411764706,26.91176470588235,11.588235294117647,11.911764705882353,24.529411764705884,3.2,34
Kent State,2025-11-15,Cleveland State,131.5,122.5,23,11,12,16,0,7,122.23333333333333,117.16666666666667,34.333333333333336,12.0,12.333333333333334,23.333333333333332,3.6666666666666665,3
Kent State,2025-11-16,Wright State,101.1,95.8,23,17,14,27,0,4,124.55,118.5,31.5,11.75,12.25,21.5,4.5,4
Kent State,2025-11-18,Eastern Kentucky,110.1,92.3,22,16,7,29,1,15,119.85999999999999,113.96,29.8,12.8,12.6,22.6,4.4,5
Kent State,2025-11-22,Cleveland State,114.9,89.7,42,19,11,28,1,20,118.23333333333333,110.35000000000001,28.5,13.333333333333334,11.666666666666666,23.666666666666668,8.6,6
Kent State,2025-11-29,Penn St. Shenango,143.5,68.8,36,6,12,43,1,64,117.75714285714285,107.39999999999999,30.428571428571427,14.142857142857142,11.571428571428571,24.285714285714285,11.0,7
Kent State,2025-12-03,Austin Peay,124.0,108.5,24,13,4,22,1,12,120.975,102.575,31.125,13.125,11.625,26.625,22.0,8
Kent State,2025-12-06,Roberts Wesleyan,129.6,79.4,26,17,9,37,1,43,121.3111111111111,103.23333333333333,30.333333333333332,13.11111111111111,10.777777777777779,26.11111111111111,23.0,9
Kent State,2025-12-14,Portland,94.4,106.5,20,24,12,20,-1,-10,122.14000000000001,100.85,29.9,13.5,10.6,27.2,30.8,10
Kent State,2025-12-20,Massachusetts,96.9,82.8,28,13,7,30,-1,10,119.61818181818181,101.36363636363636,29.0,14.454545454545455,10.727272727272727,26.545454545454547,25.8,11
Kent State,2025-12-29,Purdue,79.6,134.1,27,14,6,21,-1,-41,117.72500000000001,99.81666666666666,28.916666666666668,14.333333333333334,10.416666666666666,26.833333333333332,23.8,12
Kent State,2026-01-03,Northern Illinois,102.5,97.2,24,14,8,16,1,4,114.79230769230769,102.45384615384616,28.76923076923077,14.307692307692308,10.076923076923077,26.384615384615383,2.8,13
Kent State,2026-01-06,Bowling Green,131.7,127.6,25,10,8,14,1,3,113.91428571428571,102.07857142857142,28.428571428571427,14.285714285714286,9.928571428571429,25.642857142857142,1.2,14
Kent State,2026-01-10,Central Michigan,116.4,119.2,34,15,21,26,-1,-2,115.1,103.78,28.2,14.0,9.8,24.866666666666667,-6.8,15
Kent State,2026-01-13,Buffalo,121.4,113.0,28,12,11,33,-1,6,115.18125,104.74375,28.5625,14.0625,10.5,24.9375,-5.2,16
Kent State,2026-01-16,Toledo,119.3,115.2,24,9,12,24,1,3,115.54705882352941,105.22941176470589,28.529411764705884,13.941176470588236,10.529411764705882,25.41176470588235,-6.0,17
Kent State,2026-01-20,Miami (OH),119.6,126.7,30,16,14,23,1,-6,115.75555555555555,105.78333333333333,28.27777777777778,13.666666666666666,10.61111111111111,25.333333333333332,2.8,18
Kent State,2026-01-24,Eastern Michigan,94.2,93.0,23,17,8,33,-1,1,115.95789473684209,106.88421052631578,28.36842105263158,13.789473684210526,10.789473684210526,25.210526315789473,0.8,19
Kent State,2026-01-27,Ohio,96.8,76.7,20,19,12,34,1,15,114.87,106.19000000000001,28.1,13.95,10.65,25.6,0.4,20
Kent State,2026-01-30,Akron,74.5,98.8,23,15,22,26,-1,-17,114.0095238095238,104.78571428571429,27.714285714285715,14.19047619047619,10.714285714285714,26.0,3.8,21
Kent State,2026-02-03,Toledo,108.6,104.3,29,12,18,25,-1,3,112.21363636363635,104.51363636363637,27.5,14.227272727272727,11.227272727272727,26.0,-0.8,22
Kent State,2026-02-07,Southern Mississippi,97.8,99.3,28,9,10,22,-1,-1,112.05652173913045,104.50434782608696,27.565217391304348,14.130434782608695,11.521739130434783,25.956521739130434,-0.8,23
Kent State,2026-02-11,Eastern Michigan,132.5,126.9,24,8,9,16,1,4,111.46249999999999,104.28750000000001,27.583333333333332,13.916666666666666,11.458333333333334,25.791666666666668,0.2,24
Kent State,2026-02-14,Ball State,101.2,91.8,26,15,9,31,-1,7,112.304,105.19200000000001,27.44,13.68,11.36,25.4,0.8,25
Kent State,2026-02-17,Bowling Green,106.8,97.2,27,10,9,29,-1,7,111.87692307692308,104.67692307692307,27.384615384615383,13.73076923076923,11.26923076923077,25.615384615384617,-0.8,26
Kent State,2026-02-24,Central Michigan,120.5,117.6,24,13,10,20,1,2,111.68888888888888,104.4,27.37037037037037,13.592592592592593,11.185185185185185,25.74074074074074,4.0,27
Kent State,2026-02-27,Akron,98.1,128.9,32,14,9,16,1,-22,112.00357142857142,104.87142857142858,27.25,13.571428571428571,11.142857142857142,25.535714285714285,3.8,28
Kent State,2026-03-03,Northern Illinois,129.3,96.4,33,9,10,26,-1,26,111.52413793103447,105.7,27.413793103448278,13.586206896551724,11.068965517241379,25.20689655172414,-0.4,29
Kent State,2026-03-06,Western Michigan,117.5,106.6,34,13,11,20,1,8,112.11666666666666,105.39,27.6,13.433333333333334,11.033333333333333,25.233333333333334,4.0,30
Kent State,2026-03-12,Ohio,119.5,104.2,20,5,8,21,0,11,112.29032258064517,105.42903225806452,27.806451612903224,13.419354838709678,11.03225806451613,25.06451612903226,4.2,31
Kent State,2026-03-13,Akron,96.0,105.9,27,8,17,25,0,-7,112.515625,105.390625,27.5625,13.15625,10.9375,24.9375,5.0,32
Kent State,2026-03-18,Illinois State,81.5,111.1,28,10,8,32,-1,-21,112.01515151515152,105.4060606060606,27.545454545454547,13.0,11.121212121212121,24.939393939393938,3.2,33
Kentucky,2025-11-14,Eastern Illinois,142.8,76.5,25,13,13,33,1,46,120.33333333333333,90.46666666666665,29.666666666666668,11.0,10.333333333333334,31.666666666666668,22.0,3
Kentucky,2025-11-18,Michigan State,90.9,114.3,30,9,5,19,0,-17,125.95,86.975,28.5,11.5,11.0,32.0,28.0,4
Kentucky,2025-11-21,Loyola (MD),122.2,63.9,27,9,17,36,1,42,118.94000000000001,92.44,28.8,11.0,9.8,29.4,19.0,5
Kentucky,2025-11-26,Tennessee Tech,141.0,73.2,30,10,10,37,1,50,119.48333333333333,87.68333333333334,28.5,10.666666666666666,11.0,30.5,22.2,6
Kentucky,2025-12-02,North Carolina,100.3,105.0,13,6,8,19,1,-3,122.55714285714286,85.61428571428571,28.714285714285715,10.571428571428571,10.857142857142858,31.428571428571427,22.6,7
Kentucky,2025-12-05,Gonzaga,82.5,131.5,34,11,10,17,0,-35,119.775,88.0375,26.75,10.0,10.5,29.875,23.6,8
Kentucky,2025-12-09,North Carolina Central,140.4,91.3,29,9,7,28,1,36,115.63333333333334,92.86666666666666,27.555555555555557,10.11111111111111,10.444444444444445,28.444444444444443,7.4,9
Kentucky,2025-12-13,Indiana,108.4,90.3,15,3,14,19,1,12,118.10999999999999,92.71000000000001,27.7,10.0,10.1,28.4,18.0,10
