Rk,Team,Date,ORtg,DRtg,3PA,TOV,ORB,DRB,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,ORB,DRB,TRB,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,AST,STL,BLK,TOV,PF,ORtg,DRtg,FTr,3PAr,TS%,eFG%,FT/FGA,ORtg,DRtg,FTr,3PAr,TS%,eFG%,FT/FGA
2425,New Orleans,11/26/2025,68.9,113.1,15,17,4,22,@,Texas Tech,L 50-82,200,20,54,0.37,18,39,0.462,2,15,0.133,8,13,0.615,50,28,64,0.438,17,40,0.425,11,24,0.458,15,25,0.6,82,4,22,26,16,24,40,10,8,2,17,25,19,7,7,12,18,68.9,113.1,0.241,0.278,0.415,0.389,0.148,113.1,68.9,0.391,0.375,0.54,0.523,0.234
2426,NJIT,11/26/2025,68.1,150.8,27,11,3,17,@,Louisville,L 47-104,200,18,58,0.31,11,31,0.355,7,27,0.259,4,7,0.571,47,36,73,0.493,16,25,0.64,20,48,0.417,12,14,0.857,104,3,17,20,20,38,58,6,3,2,11,13,24,6,2,9,11,68.1,150.8,0.121,0.466,0.383,0.371,0.069,150.8,68.1,0.192,0.658,0.653,0.63,0.164
2427,UNC Greensboro,11/26/2025,99,114.4,22,17,10,26,N,Miami (OH),L 71-82,200,23,54,0.426,17,32,0.531,6,22,0.273,19,25,0.76,71,28,59,0.475,17,25,0.68,11,34,0.324,15,20,0.75,82,10,26,36,6,22,28,3,5,0,17,19,14,9,3,8,18,99,114.4,0.463,0.407,0.539,0.481,0.352,114.4,99,0.339,0.576,0.599,0.568,0.254
2428,NC State,11/26/2025,132.9,139.7,19,6,6,19,N,Texas,L 97-102,200,34,64,0.531,25,45,0.556,9,19,0.474,20,28,0.714,97,29,52,0.558,13,20,0.65,16,32,0.5,28,33,0.848,102,6,19,25,6,25,31,14,3,1,6,27,18,4,2,7,21,132.9,139.7,0.438,0.297,0.627,0.602,0.313,139.7,132.9,0.635,0.615,0.754,0.712,0.538
2429,UNC Wilmington,11/26/2025,110.3,89.8,21,10,8,29,,Southeastern Louisiana,W 70-57,200,21,47,0.447,16,26,0.615,5,21,0.238,23,30,0.767,70,23,58,0.397,18,29,0.621,5,29,0.172,6,12,0.5,57,8,29,37,7,18,25,11,3,2,10,13,10,6,1,7,21,110.3,89.8,0.638,0.447,0.571,0.5,0.489,89.8,110.3,0.207,0.5,0.447,0.44,0.103
2430,North Dakota State,11/26/2025,88.9,68.3,23,10,8,28,N,Jacksonville State,W 56-43,200,19,50,0.38,11,27,0.407,8,23,0.348,10,17,0.588,56,13,50,0.26,9,29,0.31,4,21,0.19,13,23,0.565,43,8,28,36,9,27,36,14,5,3,10,17,9,6,2,14,15,88.9,68.3,0.34,0.46,0.482,0.46,0.2,68.3,88.9,0.46,0.42,0.353,0.3,0.26
2431,Northern Arizona,11/26/2025,109.7,100,13,11,5,26,,Southeast Missouri State,W 79-72,200,28,53,0.528,23,40,0.575,5,13,0.385,18,25,0.72,79,30,68,0.441,25,44,0.568,5,24,0.208,7,13,0.538,72,5,26,31,8,19,27,12,6,5,11,15,14,5,5,7,19,109.7,100,0.472,0.245,0.609,0.575,0.34,100,109.7,0.191,0.353,0.485,0.478,0.103
2432,Northern Colorado,11/26/2025,116.9,87.3,24,8,2,27,@,Air Force,W 71-53,200,28,52,0.538,18,28,0.643,10,24,0.417,5,8,0.625,71,21,51,0.412,18,34,0.529,3,17,0.176,8,14,0.571,53,2,27,29,6,20,26,17,4,0,8,15,9,2,3,8,12,116.9,87.3,0.154,0.462,0.636,0.635,0.096,87.3,116.9,0.275,0.333,0.46,0.441,0.157
2433,Northern Iowa,11/26/2025,94.6,99.3,24,9,7,24,N,Tulsa,L 60-63,200,23,57,0.404,16,33,0.485,7,24,0.292,7,10,0.7,60,20,49,0.408,11,21,0.524,9,28,0.321,14,15,0.933,63,7,24,31,3,25,28,16,4,0,9,13,9,5,3,10,11,94.6,99.3,0.175,0.421,0.486,0.465,0.123,99.3,94.6,0.306,0.571,0.561,0.5,0.286
2434,Northern Kentucky,11/26/2025,124.4,111,13,9,9,24,,Wofford,W 93-83,200,31,60,0.517,26,47,0.553,5,13,0.385,26,34,0.765,93,22,54,0.407,15,37,0.405,7,17,0.412,32,43,0.744,83,9,24,33,12,22,34,12,6,9,9,28,11,4,2,11,26,124.4,111,0.567,0.217,0.611,0.558,0.433,111,124.4,0.796,0.315,0.558,0.472,0.593
2435,Notre Dame,11/26/2025,89,104.8,28,8,5,23,N,Houston,L 56-66,200,17,50,0.34,11,22,0.5,6,28,0.214,16,21,0.762,56,20,59,0.339,12,32,0.375,8,27,0.296,18,23,0.783,66,5,23,28,12,24,36,10,2,1,8,19,15,4,3,5,17,89,104.8,0.42,0.56,0.467,0.4,0.32,104.8,89,0.39,0.458,0.472,0.407,0.305
2436,Oral Roberts,11/26/2025,96.5,126.1,31,11,10,16,N,Rice,L 62-81,200,23,60,0.383,13,29,0.448,10,31,0.323,6,10,0.6,62,29,57,0.509,17,36,0.472,12,21,0.571,11,12,0.917,81,10,16,26,10,27,37,11,5,1,11,11,11,9,8,10,13,96.5,126.1,0.167,0.517,0.479,0.467,0.1,126.1,96.5,0.211,0.368,0.646,0.614,0.193
2437,Pepperdine,11/26/2025,76,109,29,14,13,23,N,Fresno State,L 53-76,200,20,64,0.313,14,35,0.4,6,29,0.207,7,10,0.7,53,31,64,0.484,22,34,0.647,9,30,0.3,5,10,0.5,76,13,23,36,6,23,29,14,3,6,14,12,20,7,4,7,16,76,109,0.156,0.453,0.385,0.359,0.109,109,76,0.156,0.469,0.553,0.555,0.078
2438,Portland,11/26/2025,127.8,100.3,12,15,2,27,,Long Beach State,W 93-73,200,35,50,0.7,29,38,0.763,6,12,0.5,17,19,0.895,93,26,60,0.433,19,34,0.559,7,26,0.269,14,20,0.7,73,2,27,29,9,13,22,26,6,3,15,18,16,4,1,13,16,127.8,100.3,0.38,0.24,0.788,0.76,0.34,100.3,127.8,0.333,0.433,0.525,0.492,0.233
2439,Presbyterian,11/26/2025,138.1,74.2,20,12,8,26,,Columbia Intl,W 93-50,200,35,55,0.636,27,35,0.771,8,20,0.4,15,22,0.682,93,18,49,0.367,10,28,0.357,8,21,0.381,6,9,0.667,50,8,26,34,4,13,17,20,11,3,12,12,11,6,0,16,19,138.1,74.2,0.4,0.364,0.71,0.709,0.273,74.2,138.1,0.184,0.429,0.469,0.449,0.122
2440,Princeton,11/26/2025,114,121.7,32,5,5,20,N,Vermont,L 74-79,200,29,59,0.492,17,27,0.63,12,32,0.375,4,12,0.333,74,31,60,0.517,23,35,0.657,8,25,0.32,9,13,0.692,79,5,20,25,8,28,36,16,4,1,5,13,13,2,1,7,14,114,121.7,0.203,0.542,0.572,0.593,0.068,121.7,114,0.217,0.417,0.597,0.583,0.15
2441,Rhode Island,11/26/2025,128.9,107.4,28,6,5,27,N,Temple,W 90-75,200,32,58,0.552,20,30,0.667,12,28,0.429,14,23,0.609,90,22,49,0.449,16,30,0.533,6,19,0.316,25,33,0.758,75,5,27,32,5,23,28,19,6,5,6,24,9,3,2,10,20,128.9,107.4,0.397,0.483,0.653,0.655,0.241,107.4,128.9,0.673,0.388,0.58,0.51,0.51
2442,Rice,11/26/2025,126.1,96.5,21,10,10,27,N,Oral Roberts,W 81-62,200,29,57,0.509,17,36,0.472,12,21,0.571,11,12,0.917,81,23,60,0.383,13,29,0.448,10,31,0.323,6,10,0.6,62,10,27,37,10,16,26,11,9,8,10,13,11,5,1,11,11,126.1,96.5,0.211,0.368,0.646,0.614,0.193,96.5,126.1,0.167,0.517,0.479,0.467,0.1
2443,Robert Morris,11/26/2025,129.2,108.6,31,11,14,22,,Illinois–Chicago,W 88-74,200,30,62,0.484,15,31,0.484,15,31,0.484,13,16,0.813,88,24,61,0.393,17,43,0.395,7,18,0.389,19,33,0.576,74,14,22,36,19,13,32,25,5,6,11,21,9,9,5,12,19,129.2,108.6,0.258,0.5,0.632,0.605,0.21,108.6,129.2,0.541,0.295,0.483,0.451,0.311
2444,Saint Francis (PA),11/26/2025,86.6,100.1,22,22,11,20,N,Troy,L 64-74,200,22,55,0.4,14,33,0.424,8,22,0.364,12,16,0.75,64,25,54,0.463,20,31,0.645,5,23,0.217,19,30,0.633,74,11,20,31,13,22,35,8,9,1,22,22,11,11,2,19,20,86.6,100.1,0.291,0.4,0.511,0.473,0.218,100.1,86.6,0.556,0.426,0.542,0.509,0.352
2445,St. Mary's (CA),11/26/2025,99,92,16,9,11,23,N,Wichita State,W 70-65,200,23,59,0.39,21,43,0.488,2,16,0.125,22,26,0.846,70,23,56,0.411,19,42,0.452,4,14,0.286,15,19,0.789,65,11,23,34,6,24,30,8,6,2,9,15,7,4,4,13,18,99,92,0.441,0.271,0.491,0.407,0.373,92,99,0.339,0.25,0.5,0.446,0.268
2446,Sam Houston State,11/26/2025,115.2,111.1,25,12,14,17,N,Idaho State,W 84-81,200,27,60,0.45,19,35,0.543,8,25,0.32,22,28,0.786,84,21,46,0.457,14,22,0.636,7,24,0.292,32,41,0.78,81,14,17,31,7,10,17,10,13,0,12,29,11,6,3,16,21,115.2,111.1,0.467,0.417,0.573,0.517,0.367,111.1,115.2,0.891,0.522,0.619,0.533,0.696
2447,Samford,11/26/2025,59.3,117.2,27,16,11,15,N,Utah Valley,L 45-89,200,17,67,0.254,11,40,0.275,6,27,0.222,5,12,0.417,45,35,62,0.565,28,48,0.583,7,14,0.5,12,15,0.8,89,11,15,26,7,34,41,7,6,4,16,15,24,9,10,12,16,59.3,117.2,0.179,0.403,0.309,0.299,0.075,117.2,59.3,0.242,0.226,0.644,0.621,0.194
2448,San Diego State,11/26/2025,113.8,127.9,26,9,4,23,N,Baylor,L 81-91,200,28,59,0.475,17,33,0.515,11,26,0.423,14,17,0.824,81,30,57,0.526,21,34,0.618,9,23,0.391,22,30,0.733,91,4,23,27,10,23,33,20,5,3,9,22,18,6,1,9,14,113.8,127.9,0.288,0.441,0.604,0.568,0.237,127.9,113.8,0.526,0.404,0.639,0.605,0.386
2449,San Jose State,11/26/2025,109.7,88.8,19,6,10,15,N,Loyola Chicago,W 63-51,200,23,54,0.426,18,35,0.514,5,19,0.263,12,17,0.706,63,19,40,0.475,12,22,0.545,7,18,0.389,6,10,0.6,51,10,15,25,7,22,29,11,8,1,6,12,12,1,4,19,13,109.7,88.8,0.315,0.352,0.507,0.472,0.222,88.8,109.7,0.25,0.45,0.57,0.563,0.15
2450,Seton Hall,11/26/2025,111.3,90.5,11,13,5,20,N,Washington State,W 75-61,200,30,53,0.566,26,42,0.619,4,11,0.364,11,13,0.846,75,22,53,0.415,17,29,0.586,5,24,0.208,12,16,0.75,61,5,20,25,8,17,25,19,9,4,13,18,14,6,2,15,16,111.3,90.5,0.245,0.208,0.634,0.604,0.208,90.5,111.3,0.302,0.453,0.503,0.462,0.226
2451,South Dakota State,11/26/2025,71.1,87.4,23,15,9,23,N,UC Irvine,L 52-64,200,19,60,0.317,15,37,0.405,4,23,0.174,10,17,0.588,52,19,49,0.388,14,28,0.5,5,21,0.238,21,28,0.75,64,9,23,32,8,34,42,8,9,1,15,20,9,9,6,18,16,71.1,87.4,0.283,0.383,0.382,0.35,0.167,87.4,71.1,0.571,0.429,0.514,0.439,0.429
2452,South Florida,11/26/2025,88.2,104.2,14,9,11,25,N,VCU,L 66-78,200,26,67,0.388,24,53,0.453,2,14,0.143,12,20,0.6,66,24,62,0.387,17,39,0.436,7,23,0.304,23,32,0.719,78,11,25,36,13,30,43,12,7,5,9,23,10,5,6,11,19,88.2,104.2,0.299,0.209,0.431,0.403,0.179,104.2,88.2,0.516,0.371,0.505,0.444,0.371
2453,Southeast Missouri State,11/26/2025,100,109.7,24,7,8,19,@,Northern Arizona,L 72-79,200,30,68,0.441,25,44,0.568,5,24,0.208,7,13,0.538,72,28,53,0.528,23,40,0.575,5,13,0.385,18,25,0.72,79,8,19,27,5,26,31,14,5,5,7,19,12,6,5,11,15,100,109.7,0.191,0.353,0.485,0.478,0.103,109.7,100,0.472,0.245,0.609,0.575,0.34
2454,Southeastern Louisiana,11/26/2025,89.8,110.3,29,7,7,18,@,UNC Wilmington,L 57-70,200,23,58,0.397,18,29,0.621,5,29,0.172,6,12,0.5,57,21,47,0.447,16,26,0.615,5,21,0.238,23,30,0.767,70,7,18,25,8,29,37,10,6,1,7,21,11,3,2,10,13,89.8,110.3,0.207,0.5,0.447,0.44,0.103,110.3,89.8,0.638,0.447,0.571,0.5,0.489
2455,Southern California,11/26/2025,135,115.1,23,11,12,19,N,Arizona State,W 88-75,200,34,57,0.596,25,34,0.735,9,23,0.391,11,18,0.611,88,22,52,0.423,14,27,0.519,8,25,0.32,23,27,0.852,75,12,19,31,8,10,18,16,4,4,11,22,10,5,2,9,16,135,115.1,0.316,0.404,0.671,0.675,0.193,115.1,135,0.519,0.481,0.578,0.5,0.442
2456,Southern Illinois,11/26/2025,81,103.4,15,13,15,18,@,Memphis,L 58-74,200,18,58,0.31,16,43,0.372,2,15,0.133,20,33,0.606,58,25,58,0.431,17,36,0.472,8,22,0.364,16,20,0.8,74,15,18,33,10,21,31,9,8,4,13,19,14,11,5,14,25,81,103.4,0.569,0.259,0.394,0.328,0.345,103.4,81,0.345,0.379,0.548,0.5,0.276
2457,Southern Indiana,11/26/2025,86.1,75.4,25,15,10,33,@,Valparaiso,W 64-56,200,20,56,0.357,11,31,0.355,9,25,0.36,15,25,0.6,64,23,79,0.291,19,53,0.358,4,26,0.154,6,10,0.6,56,10,33,43,16,26,42,9,3,9,15,13,7,6,10,8,16,86.1,75.4,0.446,0.446,0.471,0.438,0.268,75.4,86.1,0.127,0.329,0.334,0.316,0.076
2458,St. John's (NY),11/26/2025,104.8,120.4,25,14,15,11,N,Auburn,L 74-85,200,23,60,0.383,16,35,0.457,7,25,0.28,21,28,0.75,74,29,53,0.547,23,39,0.59,6,14,0.429,21,25,0.84,85,15,11,26,8,23,31,13,5,2,14,21,16,9,5,12,18,104.8,120.4,0.467,0.417,0.505,0.442,0.35,120.4,104.8,0.472,0.264,0.655,0.604,0.396
2459,Stonehill,11/26/2025,92.7,108.6,31,9,14,27,,UMass Lowell,L 64-75,200,23,70,0.329,12,39,0.308,11,31,0.355,7,9,0.778,64,28,64,0.438,21,38,0.553,7,26,0.269,12,25,0.48,75,14,27,41,13,30,43,11,4,3,9,16,13,6,2,6,9,92.7,108.6,0.129,0.443,0.431,0.407,0.1,108.6,92.7,0.391,0.406,0.494,0.492,0.188
2460,Syracuse,11/26/2025,86.5,128.4,28,18,7,18,N,Iowa State,L 64-95,200,22,56,0.393,14,28,0.5,8,28,0.286,12,19,0.632,64,36,61,0.59,27,41,0.659,9,20,0.45,14,21,0.667,95,7,18,25,7,23,30,15,6,4,18,14,18,13,2,8,15,86.5,128.4,0.339,0.5,0.492,0.464,0.214,128.4,86.5,0.344,0.328,0.669,0.664,0.23
2461,Temple,11/26/2025,107.4,128.9,19,10,5,23,N,Rhode Island,L 75-90,200,22,49,0.449,16,30,0.533,6,19,0.316,25,33,0.758,75,32,58,0.552,20,30,0.667,12,28,0.429,14,23,0.609,90,5,23,28,5,27,32,9,3,2,10,20,19,6,5,6,24,107.4,128.9,0.673,0.388,0.58,0.51,0.51,128.9,107.4,0.397,0.483,0.653,0.655,0.241
2462,Tennessee,11/26/2025,104.3,111.2,25,6,7,23,N,Kansas,L 76-81,200,26,63,0.413,19,38,0.5,7,25,0.28,17,22,0.773,76,24,57,0.421,17,40,0.425,7,17,0.412,26,30,0.867,81,7,23,30,7,25,32,13,9,4,6,21,12,3,8,9,16,104.3,111.2,0.349,0.397,0.517,0.468,0.27,111.2,104.3,0.526,0.298,0.568,0.482,0.456
2463,Tennessee Tech,11/26/2025,73.2,141,28,11,7,13,@,Kentucky,L 54-104,200,23,69,0.333,17,41,0.415,6,28,0.214,2,5,0.4,54,39,66,0.591,24,36,0.667,15,30,0.5,11,13,0.846,104,7,13,20,10,37,47,8,8,1,11,13,27,9,4,10,8,73.2,141,0.072,0.406,0.378,0.377,0.029,141,73.2,0.197,0.455,0.72,0.705,0.167
2464,Texas,11/26/2025,139.7,132.9,32,7,6,25,N,NC State,W 102-97,200,29,52,0.558,13,20,0.65,16,32,0.5,28,33,0.848,102,34,64,0.531,25,45,0.556,9,19,0.474,20,28,0.714,97,6,25,31,6,19,25,18,4,2,7,21,14,3,1,6,27,139.7,132.9,0.635,0.615,0.754,0.712,0.538,132.9,139.7,0.438,0.297,0.627,0.602,0.313
2465,Texas Southern,11/26/2025,119.4,51.5,19,18,9,35,,College of Biblical Studies,W 102-44,200,41,69,0.594,34,50,0.68,7,19,0.368,13,20,0.65,102,12,49,0.245,8,33,0.242,4,16,0.25,16,24,0.667,44,9,35,44,5,21,26,15,14,4,18,18,3,12,5,28,19,119.4,51.5,0.29,0.275,0.65,0.645,0.188,51.5,119.4,0.49,0.327,0.364,0.286,0.327
2466,Texas Tech,11/26/2025,113.1,68.9,24,12,16,24,,New Orleans,W 82-50,200,28,64,0.438,17,40,0.425,11,24,0.458,15,25,0.6,82,20,54,0.37,18,39,0.462,2,15,0.133,8,13,0.615,50,16,24,40,4,22,26,19,7,7,12,18,10,8,2,17,25,113.1,68.9,0.391,0.375,0.54,0.523,0.234,68.9,113.1,0.241,0.278,0.415,0.389,0.148
2467,Toledo,11/26/2025,101,122,31,11,5,13,N,Belmont,L 72-87,200,26,59,0.441,15,28,0.536,11,31,0.355,9,13,0.692,72,35,60,0.583,20,30,0.667,15,30,0.5,2,3,0.667,87,5,13,18,9,25,34,13,9,2,11,11,20,6,3,19,13,101,122,0.22,0.525,0.552,0.534,0.153,122,101,0.05,0.5,0.708,0.708,0.033
2468,Towson,11/26/2025,111.3,132.6,29,9,12,20,N,UC San Diego,L 73-87,200,25,65,0.385,16,36,0.444,9,29,0.31,14,17,0.824,73,32,53,0.604,16,28,0.571,16,25,0.64,7,15,0.467,87,12,20,32,5,23,28,7,3,2,9,16,18,8,1,6,13,111.3,132.6,0.262,0.446,0.499,0.454,0.215,132.6,111.3,0.283,0.472,0.723,0.755,0.132
2469,Troy,11/26/2025,100.1,86.6,23,19,13,22,N,Saint Francis (PA),W 74-64,200,25,54,0.463,20,31,0.645,5,23,0.217,19,30,0.633,74,22,55,0.4,14,33,0.424,8,22,0.364,12,16,0.75,64,13,22,35,11,20,31,11,11,2,19,20,8,9,1,22,22,100.1,86.6,0.556,0.426,0.542,0.509,0.352,86.6,100.1,0.291,0.4,0.511,0.473,0.218
2470,Tulsa,11/26/2025,99.3,94.6,28,10,3,25,N,Northern Iowa,W 63-60,200,20,49,0.408,11,21,0.524,9,28,0.321,14,15,0.933,63,23,57,0.404,16,33,0.485,7,24,0.292,7,10,0.7,60,3,25,28,7,24,31,9,5,3,10,11,16,4,0,9,13,99.3,94.6,0.306,0.571,0.561,0.5,0.286,94.6,99.3,0.175,0.421,0.486,0.465,0.123
2471,Utah,11/26/2025,86.1,100.9,16,13,7,30,N,Grand Canyon,L 58-68,200,21,51,0.412,16,35,0.457,5,16,0.313,11,18,0.611,58,23,58,0.397,23,48,0.479,0,10,0,22,32,0.688,68,7,30,37,10,21,31,9,3,5,13,24,9,7,3,6,17,86.1,100.9,0.353,0.314,0.487,0.461,0.216,100.9,86.1,0.552,0.172,0.464,0.397,0.379
2472,Utah Valley,11/26/2025,117.2,59.3,14,12,7,34,N,Samford,W 89-45,200,35,62,0.565,28,48,0.583,7,14,0.5,12,15,0.8,89,17,67,0.254,11,40,0.275,6,27,0.222,5,12,0.417,45,7,34,41,11,15,26,24,9,10,12,16,7,6,4,16,15,117.2,59.3,0.242,0.226,0.644,0.621,0.194,59.3,117.2,0.179,0.403,0.309,0.299,0.075
2473,Valparaiso,11/26/2025,75.4,86.1,26,8,16,26,,Southern Indiana,L 56-64,200,23,79,0.291,19,53,0.358,4,26,0.154,6,10,0.6,56,20,56,0.357,11,31,0.355,9,25,0.36,15,25,0.6,64,16,26,42,10,33,43,7,6,10,8,16,9,3,9,15,13,75.4,86.1,0.127,0.329,0.334,0.316,0.076,86.1,75.4,0.446,0.446,0.471,0.438,0.268
2474,Vanderbilt,11/26/2025,101.1,95,24,15,3,27,N,Western Kentucky,W 83-78,200,24,53,0.453,15,29,0.517,9,24,0.375,26,37,0.703,83,23,62,0.371,15,37,0.405,8,25,0.32,24,33,0.727,78,3,27,30,13,26,39,18,12,5,15,22,13,7,1,17,24,101.1,95,0.698,0.453,0.588,0.538,0.491,95,101.1,0.532,0.403,0.502,0.435,0.387
2475,Vermont,11/26/2025,121.7,114,25,7,8,28,N,Princeton,W 79-74,200,31,60,0.517,23,35,0.657,8,25,0.32,9,13,0.692,79,29,59,0.492,17,27,0.63,12,32,0.375,4,12,0.333,74,8,28,36,5,20,25,13,2,1,7,14,16,4,1,5,13,121.7,114,0.217,0.417,0.597,0.583,0.15,114,121.7,0.203,0.542,0.572,0.593,0.068
2476,VCU,11/26/2025,104.2,88.2,23,11,13,30,N,South Florida,W 78-66,200,24,62,0.387,17,39,0.436,7,23,0.304,23,32,0.719,78,26,67,0.388,24,53,0.453,2,14,0.143,12,20,0.6,66,13,30,43,11,25,36,10,5,6,11,19,12,7,5,9,23,104.2,88.2,0.516,0.371,0.505,0.444,0.371,88.2,104.2,0.299,0.209,0.431,0.403,0.179
2477,VMI,11/26/2025,70.9,119.7,28,13,11,15,N,Bowling Green,L 48-81,200,10,50,0.2,7,22,0.318,3,28,0.107,25,32,0.781,48,30,64,0.469,20,38,0.526,10,26,0.385,11,15,0.733,81,11,15,26,17,28,45,3,8,3,13,18,20,6,2,14,23,70.9,119.7,0.64,0.56,0.368,0.23,0.5,119.7,70.9,0.234,0.406,0.569,0.547,0.172
2478,Virginia Tech,11/26/2025,104.4,101.3,22,8,5,22,N,Colorado State,W 66-64,200,23,51,0.451,16,29,0.552,7,22,0.318,13,16,0.813,66,27,59,0.458,23,40,0.575,4,19,0.211,6,8,0.75,64,5,22,27,9,20,29,10,5,3,8,12,16,5,0,11,14,104.4,101.3,0.314,0.431,0.563,0.52,0.255,101.3,104.4,0.136,0.322,0.51,0.492,0.102
2479,Wagner,11/26/2025,129.2,126.7,16,13,14,26,@,Manhattan,W 103-101 (OT),225,37,64,0.578,28,48,0.583,9,16,0.563,20,27,0.741,103,31,69,0.449,19,42,0.452,12,27,0.444,27,35,0.771,101,14,26,40,11,15,26,17,5,8,13,21,17,11,6,9,20,129.2,126.7,0.422,0.25,0.67,0.648,0.313,126.7,129.2,0.507,0.391,0.59,0.536,0.391
2480,Washington State,11/26/2025,90.5,111.3,24,15,8,17,N,Seton Hall,L 61-75,200,22,53,0.415,17,29,0.586,5,24,0.208,12,16,0.75,61,30,53,0.566,26,42,0.619,4,11,0.364,11,13,0.846,75,8,17,25,5,20,25,14,6,2,15,16,19,9,4,13,18,90.5,111.3,0.302,0.453,0.503,0.462,0.226,111.3,90.5,0.245,0.208,0.634,0.604,0.208
2481,Western Kentucky,11/26/2025,95,101.1,25,17,13,26,N,Vanderbilt,L 78-83,200,23,62,0.371,15,37,0.405,8,25,0.32,24,33,0.727,78,24,53,0.453,15,29,0.517,9,24,0.375,26,37,0.703,83,13,26,39,3,27,30,13,7,1,17,24,18,12,5,15,22,95,101.1,0.532,0.403,0.502,0.435,0.387,101.1,95,0.698,0.453,0.588,0.538,0.491
2482,Wichita State,11/26/2025,92,99,14,13,6,24,N,St. Mary's (CA),L 65-70,200,23,56,0.411,19,42,0.452,4,14,0.286,15,19,0.789,65,23,59,0.39,21,43,0.488,2,16,0.125,22,26,0.846,70,6,24,30,11,23,34,7,4,4,13,18,8,6,2,9,15,92,99,0.339,0.25,0.5,0.446,0.268,99,92,0.441,0.271,0.491,0.407,0.373
2483,Wofford,11/26/2025,111,124.4,17,11,12,22,@,Northern Kentucky,L 83-93,200,22,54,0.407,15,37,0.405,7,17,0.412,32,43,0.744,83,31,60,0.517,26,47,0.553,5,13,0.385,26,34,0.765,93,12,22,34,9,24,33,11,4,2,11,26,12,6,9,9,28,111,124.4,0.796,0.315,0.558,0.472,0.593,124.4,111,0.567,0.217,0.611,0.558,0.433
2484,Wyoming,11/26/2025,141.4,82.6,22,9,14,29,,Denver,W 101-59,200,37,66,0.561,27,44,0.614,10,22,0.455,17,24,0.708,101,21,61,0.344,18,36,0.5,3,25,0.12,14,22,0.636,59,14,29,43,13,17,30,14,9,1,9,24,6,3,1,12,19,141.4,82.6,0.364,0.333,0.652,0.636,0.258,82.6,141.4,0.361,0.41,0.413,0.369,0.23
2485,Alabama,11/27/2025,129.8,89,31,12,7,36,N,Maryland,W 105-72,200,38,66,0.576,24,35,0.686,14,31,0.452,15,18,0.833,105,28,76,0.368,19,49,0.388,9,27,0.333,7,11,0.636,72,7,36,43,8,16,24,29,7,9,12,13,12,6,2,9,15,129.8,89,0.273,0.47,0.704,0.682,0.227,89,129.8,0.145,0.355,0.443,0.428,0.092
2486,Arkansas,11/27/2025,100.6,113.3,30,11,9,17,N,Duke,L 71-80,200,26,64,0.406,16,34,0.471,10,30,0.333,9,11,0.818,71,29,59,0.492,21,36,0.583,8,23,0.348,14,21,0.667,80,9,17,26,11,25,36,17,8,3,11,18,16,6,1,12,13,100.6,113.3,0.172,0.469,0.513,0.484,0.141,113.3,100.6,0.356,0.39,0.58,0.559,0.237
2487,Brigham Young,11/27/2025,103.2,88.8,19,12,6,32,N,Miami (FL),W 72-62,200,25,55,0.455,16,36,0.444,9,19,0.474,13,20,0.65,72,25,66,0.379,20,44,0.455,5,22,0.227,7,17,0.412,62,6,32,38,15,22,37,12,7,8,12,16,10,6,4,10,17,103.2,88.8,0.364,0.345,0.558,0.536,0.236,88.8,103.2,0.258,0.333,0.418,0.417,0.106
2488,Charlotte,11/27/2025,104,119.1,19,13,9,21,N,Illinois State,L 69-79,200,23,52,0.442,14,33,0.424,9,19,0.474,14,23,0.609,69,25,52,0.481,17,29,0.586,8,23,0.348,21,31,0.677,79,9,21,30,7,23,30,12,5,4,13,26,12,7,2,6,18,104,119.1,0.442,0.365,0.548,0.529,0.269,119.1,104,0.596,0.442,0.592,0.558,0.404
2489,Colorado,11/27/2025,111.3,97.2,20,6,9,22,N,San Francisco,W 79-69,200,33,69,0.478,25,49,0.51,8,20,0.4,5,8,0.625,79,26,59,0.441,16,32,0.5,10,27,0.37,7,13,0.538,69,9,22,31,6,23,29,19,6,5,6,16,11,2,1,13,17,111.3,97.2,0.116,0.29,0.543,0.536,0.072,97.2,111.3,0.22,0.458,0.529,0.525,0.119
2490,Colorado State,11/27/2025,124.2,114.4,30,10,6,14,N,Wichita State,W 76-70,200,29,52,0.558,17,22,0.773,12,30,0.4,6,11,0.545,76,28,64,0.438,23,39,0.59,5,25,0.2,9,15,0.6,70,6,14,20,18,17,35,21,5,1,10,15,12,6,3,8,14,124.2,114.4,0.212,0.577,0.664,0.673,0.115,114.4,124.2,0.234,0.391,0.492,0.477,0.141
2491,Creighton,11/27/2025,112.4,97.6,17,4,6,26,N,Oregon,W 76-66,200,26,59,0.441,21,42,0.5,5,17,0.294,19,21,0.905,76,29,69,0.42,28,54,0.519,1,15,0.067,7,11,0.636,66,6,26,32,15,24,39,15,4,2,4,14,14,3,8,9,17,112.4,97.6,0.356,0.288,0.551,0.483,0.322,97.6,112.4,0.159,0.217,0.445,0.428,0.101
