date,team,opponent,location,MOV,OffRtg_diff,DefRtg_diff,ThreePA_diff,TOV_diff,ORB_diff,DRB_diff,RecentForm_diff,SOS_diff,Pace_diff
2026-02-14,Southeast Missouri State,Lindenwood,-1,12,2.57692307692308,4.842307692307685,2.4230769230769234,-2.0384615384615383,-1.73076923076923,-2.115384615384613,5.3999999999999995,0.8000000000000007,-4.099999999999994
2026-02-21,Southeast Missouri State,Little Rock,-1,5,3.960714285714289,-8.299999999999983,3.1785714285714306,-0.7142857142857153,-0.9285714285714288,2.8571428571428577,6.8,0.0,2.0
2026-03-05,Southeast Missouri State,Lindenwood,0,2,3.0380040322580584,3.0440524193548413,2.008064516129032,-1.709677419354838,-1.65625,-1.6885080645161281,4.8,0.8000000000000007,-4.099999999999994
2026-03-06,Southeast Missouri State,Morehead State,0,-5,-3.784374999999983,-8.203729838709677,3.379032258064516,-0.23185483870967794,-2.127016129032258,0.777217741935484,-4.4,0.5,2.1000000000000085
2025-11-28,Southeastern Louisiana,Gardner-Webb,0,8,-0.33571428571428896,-26.323809523809516,0.6428571428571423,-0.8809523809523796,1.333333333333334,1.4523809523809526,22.2,4.5,-4.900000000000006
2025-11-29,Southeastern Louisiana,Navy,0,4,-16.505357142857136,-4.926785714285714,7.482142857142858,0.6964285714285712,-0.053571428571428825,-1.446428571428573,-7.2,2.9000000000000004,0.0
2025-12-07,Southeastern Louisiana,Northwestern State,1,-8,-6.362499999999997,-22.450000000000003,3.75,0.625,1.875,5.0,14.2,0.6000000000000001,0.20000000000000284
2025-12-13,Southeastern Louisiana,Houston Christian,-1,3,-13.155555555555551,-6.37777777777778,1.6666666666666679,2.0,-0.6666666666666661,-0.4444444444444464,5.2,1.5999999999999996,0.7999999999999972
2025-12-15,Southeastern Louisiana,East Texas A&M,1,-1,-8.379999999999995,1.0199999999999818,-5.300000000000001,-0.8000000000000007,0.40000000000000036,-2.1000000000000014,5.0,1.0999999999999996,-2.700000000000003
2025-12-19,Southeastern Louisiana,Louisiana State,-1,-13,-25.782727272727257,3.5027272727272845,2.7727272727272734,0.9909090909090921,-1.7545454545454557,-7.418181818181818,-6.6,-12.5,-4.700000000000003
2025-12-30,Southeastern Louisiana,Incarnate Word,-1,-9,-22.08333333333333,-4.133333333333354,-0.5,2.0,-2.833333333333332,-0.75,-6.2,0.8999999999999999,0.09999999999999432
2026-01-05,Southeastern Louisiana,Lamar,1,8,-7.714285714285708,4.428571428571431,1.2142857142857117,0.2857142857142847,-2.928571428571429,-1.8571428571428577,-5.2,0.8999999999999999,-0.6000000000000085
2026-01-10,Southeastern Louisiana,McNeese State,-1,-12,-22.97999999999999,4.513333333333335,1.1333333333333364,1.8666666666666671,-3.200000000000001,-0.46666666666666856,-8.8,-3.6,-1.7999999999999972
2026-01-12,Southeastern Louisiana,New Orleans,1,-3,-5.71875,-11.175000000000011,0.4375,-1.875,-1.5,-2.5,-5.800000000000001,-2.2,-5.1000000000000085
2026-01-24,Southeastern Louisiana,Nicholls State,1,6,-9.89473684210526,-5.700000000000017,-5.210526315789473,0.05263157894736814,-0.8421052631578956,2.578947368421055,3.1999999999999993,-0.8999999999999999,-2.6000000000000085
2026-01-27,Southeastern Louisiana,McNeese State,1,-10,-22.965000000000003,4.689999999999998,0.6999999999999993,2.549999999999999,-3.1000000000000014,-0.5500000000000007,-18.8,-3.6,-1.7999999999999972
2026-02-02,Southeastern Louisiana,Lamar,-1,-19,-8.786363636363646,4.209090909090904,0.1363636363636367,0.6818181818181817,-2.636363636363635,-2.0,-11.2,0.8999999999999999,-0.6000000000000085
2026-02-07,Southeastern Louisiana,Houston Christian,1,8,-7.856521739130443,-7.078260869565213,1.391304347826086,0.04347826086956452,0.0,0.913043478260871,-5.0,1.5999999999999996,0.7999999999999972
2026-02-09,Southeastern Louisiana,Incarnate Word,1,12,-14.074999999999989,-4.429166666666674,-1.3333333333333321,1.041666666666666,-1.958333333333334,-0.20833333333333215,0.0,0.8999999999999999,0.09999999999999432
2026-02-14,Southeastern Louisiana,Northwestern State,-1,-3,-6.659999999999997,-6.412000000000006,2.6400000000000006,0.9199999999999999,1.08,0.9599999999999973,-2.8,0.6000000000000001,0.20000000000000284
2026-02-16,Southeastern Louisiana,East Texas A&M,-1,-17,-1.589173789173799,-1.2106837606837786,-5.658119658119659,-0.7393162393162402,0.917378917378918,-2.0071225071225065,3.3999999999999995,1.0999999999999996,-2.700000000000003
2026-02-28,Southeastern Louisiana,Nicholls State,-1,-8,-7.0310344827586135,-2.186206896551724,-4.689655172413794,0.6206896551724128,0.1724137931034484,1.9655172413793096,-3.1999999999999997,-0.8999999999999999,-2.6000000000000085
2026-03-02,Southeastern Louisiana,New Orleans,-1,4,-7.036666666666676,-3.069999999999993,2.1666666666666643,-1.799999999999999,-1.200000000000001,-3.3999999999999986,-14.8,-2.2,-5.1000000000000085
2025-11-21,Southern,San Jose State,-1,-14,1.6400000000000148,-10.960000000000008,0.6499999999999986,1.6999999999999993,1.3499999999999996,4.850000000000001,10.85,-8.7,6.299999999999997
2025-11-29,Southern,Northwestern State,-1,2,8.88333333333334,-20.33333333333333,5.0,1.833333333333334,3.666666666666667,9.0,27.0,-2.9,6.6000000000000085
2025-12-16,Southern,California Baptist,-1,-8,3.095454545454544,-0.1700000000000017,3.763636363636362,1.7727272727272734,-3.2454545454545443,1.0181818181818159,9.2,-5.8,3.700000000000003
2025-12-21,Southern,Baylor,-1,-44,-13.099999999999994,-2.4154545454545513,-1.1454545454545482,2.4454545454545453,-3.118181818181819,0.3818181818181827,-18.799999999999997,-17.7,2.6000000000000085
2025-12-29,Southern,Illinois,-1,-35,-17.716666666666654,6.6499999999999915,-7.166666666666668,3.583333333333334,-2.166666666666666,-3.0833333333333357,-15.2,-21.6,5.799999999999997
2026-01-05,Southern,Prairie View A&M,1,-4,-0.2857142857142918,4.164285714285711,2.2142857142857117,0.0,1.2857142857142865,1.2142857142857153,-11.200000000000001,2.4000000000000004,-0.7000000000000028
2026-01-10,Southern,Florida A&M,-1,-8,13.828333333333333,-3.344999999999999,-0.3000000000000007,-1.8166666666666664,2.666666666666667,2.9833333333333343,-2.1999999999999993,2.0,1.4000000000000057
2026-01-12,Southern,Bethune-Cookman,-1,4,5.835833333333326,-7.585833333333326,2.279166666666665,0.5583333333333336,1.3375000000000004,1.8125,5.600000000000001,-0.7999999999999998,0.10000000000000853
2026-01-17,Southern,Grambling State,-1,18,2.517647058823542,3.882352941176478,1.411764705882355,-1.5294117647058822,2.1764705882352953,2.7058823529411775,-13.8,1.5999999999999996,2.799999999999997
2026-01-24,Southern,Arkansas–Pine Bluff,1,-1,2.5704678362573077,-7.948538011695902,-2.809941520467838,-1.7134502923976598,1.2251461988304104,0.6169590643274852,4.6000000000000005,1.5999999999999996,0.7000000000000028
2026-01-28,Southern,Mississippi Valley State,1,11,18.161052631578954,-13.583684210526314,3.3473684210526287,-3.4342105263157894,2.621052631578947,3.9894736842105267,18.6,4.699999999999999,2.0
2026-01-31,Southern,Alcorn State,-1,-5,13.18105263157895,-13.31421052631579,0.13157894736842124,-2.223684210526315,1.7184210526315784,4.27105263157895,11.2,0.9000000000000004,2.5
2026-02-02,Southern,Jackson State,-1,5,14.290476190476198,-12.36666666666666,-4.857142857142858,-1.3809523809523814,3.1428571428571432,1.9047619047619015,11.4,1.0999999999999996,0.29999999999999716
2026-02-07,Southern,Alabama A&M,1,13,4.8318181818181785,2.568181818181813,1.1363636363636367,0.4090909090909083,2.4090909090909083,-1.8181818181818166,6.0,3.3000000000000007,4.6000000000000085
2026-02-09,Southern,Alabama State,1,1,8.030434782608694,-2.8521739130434725,-2.6086956521739104,-1.391304347826086,-0.17391304347825987,1.2173913043478244,10.399999999999999,0.7999999999999998,0.7999999999999972
2026-02-14,Southern,Prairie View A&M,-1,5,1.6083333333333343,0.7958333333333201,1.75,-0.125,2.333333333333334,0.5416666666666679,12.6,2.4000000000000004,-0.7000000000000028
2026-02-21,Southern,Grambling State,1,14,6.571538461538452,5.172769230769234,-0.30153846153845976,-2.303076923076924,2.056923076923077,1.1338461538461537,6.3999999999999995,1.5999999999999996,2.799999999999997
2026-02-26,Southern,Florida A&M,1,-11,9.787464387464397,0.12535612535612017,-1.3219373219373232,-2.950142450142449,1.6809116809116809,1.435897435897438,5.800000000000001,2.0,1.4000000000000057
2026-02-28,Southern,Bethune-Cookman,1,-3,4.145566502463055,0.812807881773395,2.8805418719211815,-1.2918719211822651,1.181034482758621,-1.2931034482758612,-2.0,-0.7999999999999998,0.10000000000000853
2026-03-03,Southern,Alabama State,-1,7,6.134482758620678,-1.2655172413792997,-2.482758620689655,-1.2413793103448274,-0.4137931034482758,0.4482758620689644,-5.6000000000000005,0.7999999999999998,0.7999999999999972
2026-03-05,Southern,Alabama A&M,-1,3,2.2033333333333474,0.44333333333334224,1.8333333333333321,0.40000000000000036,2.500000000000001,-0.7666666666666657,-2.4000000000000004,3.3000000000000007,4.6000000000000085
2026-03-12,Southern,Arkansas–Pine Bluff,0,3,2.9193548387096797,-4.135483870967747,-2.161290322580644,-1.870967741935484,1.5161290322580658,0.870967741935484,-0.7999999999999998,1.5999999999999996,0.7000000000000028
2026-03-13,Southern,Florida A&M,0,3,9.174374999999998,2.419166666666655,-1.3291666666666657,-3.1187500000000004,0.8666666666666671,0.9937499999999986,-9.2,2.0,1.4000000000000057
2026-03-14,Southern,Prairie View A&M,0,-6,2.2436720142602553,4.320231729055251,1.529411764705884,0.0089126559714785,1.6488413547237073,-0.041889483065954636,-10.200000000000001,2.4000000000000004,-0.7000000000000028
2025-11-24,Southern California,Boise State,0,3,10.379999999999995,-1.8649999999999949,-0.8999999999999986,-0.5,2.0,5.050000000000001,10.5,3.299999999999999,4.599999999999994
2025-11-25,Southern California,Seton Hall,0,2,2.8833333333333258,7.726666666666674,4.066666666666666,2.166666666666666,-1.0333333333333332,3.0,1.8000000000000007,0.6999999999999993,5.799999999999997
2025-11-26,Southern California,Arizona State,0,13,4.261904761904773,-4.814285714285717,-0.7857142857142847,2.2619047619047628,2.8095238095238093,3.904761904761905,8.4,-1.0,1.5
2025-12-02,Southern California,Oregon,-1,5,14.757142857142867,-5.085714285714289,-4.571428571428569,-1.2857142857142865,-2.0,2.2857142857142847,10.2,-0.10000000000000142,5.799999999999997
2025-12-09,Southern California,San Diego,-1,13,12.894444444444431,-3.401388888888903,-4.472222222222221,-1.0555555555555554,1.6805555555555554,5.472222222222221,11.0,10.5,3.1999999999999886
2026-01-02,Southern California,Michigan,-1,-30,-7.098717948717962,13.41153846153847,-7.185897435897438,-0.4102564102564106,-0.3333333333333339,-7.083333333333336,-20.4,-7.900000000000002,0.6999999999999886
2026-01-05,Southern California,Michigan State,-1,-29,1.75,6.414285714285725,-1.0,0.5,-2.7142857142857135,-2.6428571428571423,1.0,-5.0,5.199999999999989
2026-01-09,Southern California,Minnesota,-1,1,2.8599999999999994,2.3800000000000097,-2.3333333333333357,1.8000000000000007,1.1999999999999993,1.2666666666666657,-15.2,0.5,8.699999999999989
2026-01-13,Southern California,Maryland,1,17,9.587499999999991,-6.643749999999997,-6.1875,0.3125,-1.4375,1.6875,8.2,0.0,5.299999999999997
2026-01-17,Southern California,Purdue,1,-5,-13.164705882352933,1.32352941176471,-3.1764705882352935,3.0,-1.2352941176470598,-0.7058823529411775,-16.4,-6.200000000000001,7.5
2026-01-21,Southern California,Northwestern,1,-6,-1.87222222222222,-4.688888888888883,0.5555555555555571,4.333333333333334,1.4444444444444429,2.5555555555555536,0.40000000000000036,-1.4000000000000004,6.799999999999997
2026-01-28,Southern California,Iowa,-1,-1,-8.913684210526327,5.63315789473684,-1.3842105263157904,2.010526315789475,2.268421052631579,4.344736842105263,0.40000000000000013,-3.9000000000000004,9.799999999999997
2026-01-31,Southern California,Rutgers,1,3,8.19047619047619,-7.900000000000006,-0.5238095238095255,1.6190476190476186,-0.6666666666666661,3.0476190476190474,10.4,2.0999999999999996,4.8999999999999915
2026-02-03,Southern California,Indiana,1,6,-6.177272727272737,0.6272727272727252,-10.136363636363633,2.363636363636365,2.1818181818181817,0.6818181818181834,-0.9999999999999999,-2.3000000000000007,5.099999999999994
2026-02-08,Southern California,Penn State,-1,2,-1.504347826086942,-14.595652173913052,-3.1304347826086953,3.0434782608695645,2.086956521739131,5.217391304347828,19.400000000000002,2.5999999999999996,5.3999999999999915
2026-02-11,Southern California,Ohio State,-1,-7,-6.507789855072474,-3.31757246376813,-3.632246376811594,2.163043478260869,1.5760869565217384,1.4221014492753632,5.8,-3.700000000000001,5.3999999999999915
2026-02-18,Southern California,Illinois,1,-36,-14.867076923076922,1.6293846153846232,-11.906153846153845,3.2738461538461525,-2.2799999999999994,-2.309230769230769,-12.200000000000001,-5.9,6.199999999999989
2026-02-21,Southern California,Oregon,1,-1,4.588461538461544,-6.153846153846146,-5.692307692307693,0.5769230769230766,-0.3461538461538449,2.30769230769231,2.799999999999999,-0.10000000000000142,5.799999999999997
2026-02-28,Southern California,Nebraska,1,-15,-6.064285714285717,9.36071428571428,-10.785714285714285,3.0,2.500000000000001,-1.75,-21.6,-3.6000000000000014,5.599999999999994
2025-11-17,Southern Illinois,North Dakota State,-1,-7,4.183333333333323,3.000000000000014,-12.333333333333332,1.083333333333334,-0.5833333333333339,8.5,-0.5833333333333321,-2.9,3.0
2025-11-23,Southern Illinois,Delaware,0,20,11.0,-15.424999999999983,-6.5,0.25,2.5,7.5,18.75,-3.5,7.200000000000003
2025-11-26,Southern Illinois,Memphis,-1,-16,9.719999999999999,-11.503333333333345,-4.600000000000001,-2.5666666666666664,-0.3000000000000007,7.666666666666668,9.399999999999999,-10.6,-0.3999999999999915
2025-11-29,Southern Illinois,Little Rock,1,9,9.745238095238093,-14.157142857142844,4.071428571428573,-4.190476190476192,-0.023809523809523725,6.619047619047617,13.600000000000001,-0.40000000000000036,4.5
2025-12-03,Southern Illinois,High Point,-1,2,-19.112499999999997,2.5250000000000057,-6.0,2.625,1.75,3.375,-13.8,-4.5,0.29999999999999716
2025-12-13,Southern Illinois,Richmond,-1,-9,-7.408888888888896,0.9888888888888943,-8.155555555555559,1.68888888888889,0.31111111111111,-1.87777777777778,-7.999999999999999,-6.6,3.6000000000000085
2025-12-18,Southern Illinois,Illinois State,1,-7,-9.409090909090907,0.26363636363637966,-7.636363636363637,2.7272727272727284,0.7272727272727266,1.09090909090909,-10.0,-8.7,4.700000000000003
2025-12-21,Southern Illinois,Bradley,-1,-4,-2.7750000000000057,1.6749999999999972,-10.0,2.916666666666666,1.75,3.833333333333332,-12.2,-7.1,2.6000000000000085
2025-12-29,Southern Illinois,Murray State,-1,-3,-13.26153846153845,-5.415384615384625,-11.615384615384613,0.8461538461538449,-1.0769230769230766,1.6153846153846168,-12.8,-7.9,-0.09999999999999432
2026-01-04,Southern Illinois,Belmont,-1,1,-10.493333333333325,3.933333333333337,-10.533333333333335,-1.333333333333334,1.4000000000000004,-1.0,-12.2,-7.3,1.6000000000000085
2026-01-07,Southern Illinois,Illinois–Chicago,-1,-13,-3.491250000000008,-6.562916666666666,-3.3791666666666664,0.2791666666666668,-1.6125000000000007,5.425000000000001,-3.4000000000000004,-7.5,3.9000000000000057
2026-01-14,Southern Illinois,Drake,1,-3,-7.105882352941165,-4.28235294117647,-9.764705882352938,3.2941176470588243,2.2352941176470598,1.4117647058823515,5.8,-6.4,3.9000000000000057
2026-01-17,Southern Illinois,Belmont,1,-5,-12.032456140350874,1.7973684210526386,-8.725146198830409,-0.4415204678362574,1.7923976608187129,-0.8654970760233915,-8.2,-7.3,1.6000000000000085
2026-01-28,Southern Illinois,Northern Iowa,1,15,-0.6026190476190436,6.779047619047617,-5.026190476190475,3.783333333333333,4.142857142857143,2.0214285714285722,-0.40000000000000036,-8.7,8.5
2026-01-31,Southern Illinois,Illinois–Chicago,1,-2,-6.794805194805193,-3.3725108225108045,-2.121212121212121,1.1060606060606073,-1.2380952380952372,4.521645021645021,-14.200000000000001,-7.5,3.9000000000000057
2026-02-03,Southern Illinois,Illinois State,-1,4,-10.286363636363632,1.2818181818181955,-6.727272727272727,1.7272727272727266,0.2727272727272734,-0.40909090909091006,-4.2,-8.7,4.700000000000003
2026-02-06,Southern Illinois,Murray State,1,-10,-15.090217391304336,-9.202173913043481,-10.922101449275363,0.7228260869565215,-1.570652173913043,0.9365942028985508,7.4,-7.9,-0.09999999999999432
2026-02-09,Southern Illinois,Indiana State,-1,15,-3.200000000000003,-4.704166666666666,-9.666666666666668,-0.75,1.875,0.9583333333333321,1.4,-5.6,2.0
2026-02-12,Southern Illinois,Evansville,1,26,3.719999999999999,-10.320000000000007,-6.039999999999999,-0.4399999999999995,2.24,3.479999999999997,12.4,-5.9,4.400000000000006
2026-02-15,Southern Illinois,Bradley,1,-10,-7.08461538461539,-6.150000000000006,-7.46153846153846,3.0,0.6538461538461551,2.5,5.6,-7.1,2.6000000000000085
2026-02-18,Southern Illinois,Drake,-1,5,-8.287433862433858,-10.816005291005297,-9.166666666666668,2.4246031746031758,1.2632275132275126,1.7235449735449748,17.4,-6.4,3.9000000000000057
2026-02-21,Southern Illinois,Northern Iowa,-1,2,-4.760714285714286,3.3392857142857224,-4.857142857142858,3.1071428571428577,3.928571428571429,2.1428571428571423,-11.0,-8.7,8.5
2026-02-25,Southern Illinois,Indiana State,1,11,-2.541379310344823,-8.317241379310346,-8.551724137931036,-0.7931034482758612,2.137931034482758,1.4827586206896548,18.799999999999997,-5.6,2.0
2026-03-01,Southern Illinois,Evansville,-1,14,3.7666666666666657,-15.039999999999992,-6.133333333333333,-0.5333333333333332,2.833333333333334,3.866666666666667,28.8,-5.9,4.400000000000006
